instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_day,atemp_day,hum_day,windspeed_day,casual,registered,cnt_day,hr,temp_hour,atemp_hour,hum_hour,windspeed_hour,cnt_hour
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,1,0.32,0.3333,0.76,0.0896,29.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2,0.3,0.3182,0.81,0.1045,23.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,3,0.3,0.3333,0.81,0.0,17.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,4,0.3,0.3333,0.81,0.0,4.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,5,0.3,0.3182,0.75,0.1045,3.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,7,0.26,0.2727,0.87,0.1045,17.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,8,0.32,0.3333,0.76,0.0896,60.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,9,0.34,0.3485,0.76,0.0896,83.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,10,0.36,0.3788,0.81,0.0,141.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,11,0.4,0.4091,0.62,0.1045,230.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,12,0.44,0.4394,0.51,0.0,309.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,13,0.48,0.4697,0.44,0.0,325.0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,23,0.36,0.3788,0.81,0.0,69.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0,0.36,0.3788,0.81,0.0,46.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,1,0.36,0.3788,0.81,0.0,44.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,2,0.34,0.3636,0.81,0.0,31.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,3,0.34,0.3636,0.87,0.0,17.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,4,0.34,0.3485,0.87,0.1045,4.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,5,0.36,0.3485,0.87,0.194,5.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,6,0.38,0.3939,0.82,0.1642,9.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,7,0.38,0.3939,0.87,0.2239,23.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,8,0.4,0.4091,0.82,0.2985,42.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,9,0.46,0.4545,0.72,0.2836,111.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,10,0.46,0.4545,0.72,0.2836,189.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,11,0.5,0.4848,0.63,0.3582,240.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,12,0.54,0.5152,0.56,0.2836,256.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,13,0.54,0.5152,0.6,0.194,313.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,14,0.62,0.6212,0.43,0.4627,313.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,15,0.62,0.6212,0.43,0.2836,317.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,16,0.56,0.5303,0.52,0.2537,323.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,17,0.54,0.5152,0.56,0.194,204.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,18,0.5,0.4848,0.63,0.1642,155.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,19,0.48,0.4697,0.67,0.2239,139.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,20,0.5,0.4848,0.63,0.2537,104.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,21,0.48,0.4697,0.67,0.2836,88.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,22,0.48,0.4697,0.72,0.2537,66.0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,23,0.48,0.4697,0.72,0.2537,32.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0,0.46,0.4545,0.77,0.2836,16.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,1,0.46,0.4545,0.77,0.2985,13.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,3,0.44,0.4394,0.88,0.2239,5.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,4,0.44,0.4394,0.82,0.0896,4.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,5,0.4,0.4091,0.87,0.0,34.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,6,0.42,0.4242,0.82,0.0896,104.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,7,0.42,0.4242,0.88,0.0,277.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,12,0.56,0.5303,0.6,0.1045,178.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,14,0.6,0.6212,0.56,0.0,143.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,15,0.58,0.5455,0.6,0.1642,150.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,16,0.56,0.5303,0.6,0.194,264.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,17,0.58,0.5455,0.56,0.194,468.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,18,0.56,0.5303,0.64,0.2239,416.0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,19,0.54,0.5152,0.73,0.2239,264.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,2,0.5,0.4848,0.88,0.0,5.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,3,0.5,0.4848,0.88,0.0,2.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,4,0.52,0.5,0.83,0.3284,6.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,17,0.4,0.4091,0.87,0.2985,354.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,18,0.4,0.4091,0.82,0.2985,358.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,19,0.4,0.4091,0.82,0.3284,250.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,20,0.38,0.3939,0.87,0.2537,184.0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,21,0.38,0.3939,0.87,0.2537,125.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0,0.36,0.3333,0.62,0.4179,24.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,1,0.34,0.303,0.66,0.3284,8.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,2,0.32,0.3182,0.7,0.1642,5.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,3,0.32,0.3182,0.7,0.1642,1.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,4,0.3,0.2879,0.75,0.2239,5.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,5,0.28,0.2727,0.81,0.194,22.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,6,0.26,0.2727,0.87,0.1045,103.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,7,0.26,0.2727,0.81,0.1045,285.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,8,0.28,0.2727,0.81,0.194,478.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,9,0.3,0.2879,0.75,0.2836,193.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,10,0.34,0.3182,0.66,0.2239,110.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,11,0.38,0.3939,0.54,0.2985,122.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,15,0.36,0.3333,0.46,0.3284,115.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,16,0.36,0.3333,0.46,0.2836,226.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,18,0.34,0.303,0.49,0.3284,376.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,21,0.32,0.2879,0.53,0.3881,135.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,22,0.3,0.2727,0.56,0.2985,87.0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,23,0.28,0.2576,0.52,0.2836,50.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0,0.28,0.2576,0.52,0.3284,20.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,1,0.26,0.2424,0.6,0.2836,10.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,2,0.26,0.2273,0.56,0.2985,9.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,3,0.26,0.2424,0.56,0.2537,7.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,4,0.26,0.2424,0.56,0.2836,1.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,5,0.26,0.2424,0.56,0.2537,24.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,6,0.24,0.2121,0.65,0.2836,97.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,7,0.24,0.2121,0.65,0.3582,276.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,8,0.26,0.2273,0.6,0.3284,477.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,9,0.3,0.2727,0.52,0.3284,224.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,10,0.32,0.303,0.53,0.2985,93.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,11,0.34,0.3182,0.49,0.2537,102.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,12,0.36,0.3485,0.46,0.2239,148.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,13,0.4,0.4091,0.4,0.2239,154.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,14,0.4,0.4091,0.4,0.2239,150.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,15,0.4,0.4091,0.4,0.2239,154.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,16,0.4,0.4091,0.4,0.194,201.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,17,0.36,0.3485,0.46,0.1343,418.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,18,0.36,0.3636,0.43,0.1045,405.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,19,0.34,0.3485,0.46,0.1045,228.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,20,0.34,0.3485,0.46,0.1045,190.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,21,0.3,0.3182,0.61,0.1045,162.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,22,0.3,0.3333,0.61,0.0,104.0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,23,0.26,0.2879,0.7,0.0896,73.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0,0.26,0.2879,0.7,0.0896,38.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,1,0.24,0.2879,0.75,0.0,15.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,2,0.24,0.2879,0.75,0.0,10.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,3,0.22,0.2727,0.8,0.0,1.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,4,0.22,0.2727,0.8,0.0,3.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,5,0.22,0.2576,0.8,0.0896,23.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,6,0.22,0.2727,0.8,0.0,87.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,7,0.22,0.2576,0.87,0.0896,205.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,8,0.24,0.2879,0.87,0.0,445.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,9,0.28,0.3182,0.81,0.0,246.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,10,0.3,0.2879,0.75,0.2239,105.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,11,0.34,0.3333,0.66,0.1642,160.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,12,0.36,0.3485,0.57,0.1343,204.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,13,0.4,0.4091,0.47,0.1343,207.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,14,0.42,0.4242,0.44,0.1045,170.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,15,0.42,0.4242,0.41,0.0896,199.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,16,0.42,0.4242,0.41,0.0896,276.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,17,0.42,0.4242,0.38,0.0,411.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,18,0.4,0.4091,0.5,0.0,372.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,19,0.34,0.3182,0.53,0.2537,265.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,20,0.38,0.3939,0.4,0.2836,190.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,21,0.34,0.3333,0.49,0.194,111.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,22,0.32,0.3182,0.53,0.194,102.0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,23,0.32,0.303,0.53,0.2836,95.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0,0.3,0.2879,0.56,0.2537,75.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,1,0.26,0.2576,0.65,0.194,71.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,2,0.26,0.2576,0.65,0.1642,50.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,3,0.24,0.2424,0.7,0.1343,9.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,4,0.22,0.2273,0.75,0.1343,8.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,5,0.24,0.2576,0.7,0.0896,6.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,6,0.24,0.2576,0.65,0.1045,11.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,7,0.22,0.2576,0.75,0.0896,26.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,8,0.24,0.2576,0.75,0.0896,63.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,9,0.26,0.2727,0.7,0.1045,124.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,10,0.32,0.3333,0.61,0.1343,195.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,11,0.32,0.3333,0.57,0.0896,275.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,12,0.36,0.3788,0.5,0.0,358.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,13,0.36,0.3636,0.5,0.0896,292.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,14,0.36,0.3788,0.46,0.0,343.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,15,0.38,0.3939,0.46,0.0,337.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,16,0.38,0.3939,0.46,0.0,305.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,17,0.36,0.3788,0.62,0.0,232.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,18,0.34,0.3333,0.53,0.1343,224.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,19,0.3,0.3182,0.61,0.0896,175.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,20,0.3,0.3182,0.61,0.0896,127.0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,23,0.3,0.303,0.7,0.1343,85.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0,0.3,0.3182,0.7,0.1045,83.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,1,0.3,0.3182,0.75,0.0896,74.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,2,0.26,0.303,0.81,0.0,62.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,3,0.28,0.3182,0.75,0.0,41.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,4,0.26,0.303,0.87,0.0,11.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,5,0.26,0.303,0.81,0.0,4.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,6,0.24,0.2879,0.93,0.0,4.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,7,0.26,0.303,0.87,0.0,26.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,8,0.26,0.303,0.87,0.0,55.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,9,0.3,0.3333,0.81,0.0,126.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,10,0.32,0.3333,0.81,0.1343,216.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,11,0.34,0.3333,0.81,0.1642,254.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,12,0.36,0.3485,0.81,0.1642,329.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,13,0.4,0.4091,0.66,0.2239,357.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,14,0.42,0.4242,0.62,0.1343,323.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,15,0.42,0.4242,0.62,0.194,296.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,16,0.42,0.4242,0.58,0.2239,330.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,17,0.38,0.3939,0.76,0.1343,245.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,18,0.38,0.3939,0.71,0.0,171.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,19,0.38,0.3939,0.76,0.0,173.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,20,0.36,0.3485,0.76,0.1343,124.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,21,0.36,0.3636,0.81,0.1045,72.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,22,0.34,0.3485,0.87,0.1045,64.0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,23,0.34,0.3485,0.87,0.1045,45.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,9,0.36,0.3636,0.87,0.0896,190.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,10,0.36,0.3636,0.87,0.0896,87.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,11,0.36,0.3636,0.87,0.0896,123.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,12,0.4,0.4091,0.76,0.1045,154.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,13,0.42,0.4242,0.71,0.0896,171.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,14,0.46,0.4545,0.67,0.0,133.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,15,0.46,0.4545,0.72,0.0896,148.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,19,0.46,0.4545,0.77,0.0,308.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,20,0.46,0.4545,0.82,0.1045,205.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,21,0.44,0.4394,0.88,0.0896,176.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,22,0.44,0.4394,0.88,0.1343,106.0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,23,0.46,0.4545,0.88,0.1343,62.0
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,4,0.46,0.4545,0.88,0.2239,7.0
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,5,0.46,0.4545,0.88,0.2239,20.0
